5	-0.005505120	0.000090808	-0.003683760	0.000089719
10	-0.008278970	0.000046981	-0.006397980	0.000046705
20	-0.009355240	0.000040391	-0.007812680	0.000041119
30	-0.009044680	0.000039427	-0.007975810	0.000041621
40	-0.008149540	0.000040998	-0.007335690	0.000044759
50	-0.006744980	0.000044626	-0.006376320	0.000050361
60	-0.005078730	0.000051435	-0.004958490	0.000059282
70	-0.003438520	0.000065084	-0.003490400	0.000075693
