0.25	0.15	0.35	-0.0003379	3.58E-05	-3.58E-05
0.45	0.35	0.54	-0.000549	3.86E-05	-3.86E-05
0.74	0.54	0.94	-0.0004314	3.56E-05	-3.56E-05
1.14	0.94	1.33	-0.0003611	5.23E-05	-5.23E-05
1.53	1.33	1.73	3.49E-05	7.69E-05	-7.69E-05
1.92	1.73	2.12	0.0003417	0.000114	-0.000114
2.32	2.12	2.51	0.0008135	0.0001689	-0.0001689
2.71	2.51	2.91	0.0012121	0.0002472	-0.0002472
3.3	2.91	3.7	0.0017471	0.0002908	-0.0002908
4.29	3.7	4.88	0.0009988	0.0005075	-0.0005075
